ticker,cutoff,price,history_days,median_dollar_volume_60d,liquidity_rank
NOC,2022-12-31,514.9898071289062,1259,413745595.4360962,110
GE,2022-12-31,51.27273178100586,1259,412587509.8842335,111
CSX,2022-12-31,29.468252182006836,1259,412040867.0080185,112
CMG,2022-12-31,27.749799728393555,1259,408590344.6865082,113
FIS,2022-12-31,61.58332824707031,1259,403973893.2941437,114
AXP,2022-12-31,141.1909942626953,1259,400296606.8916321,115
EL,2022-12-31,233.2026824951172,1259,389633708.01239014,116
ON,2022-12-31,62.369998931884766,1259,389613974.43180084,117
DG,2022-12-31,229.39703369140625,1259,382068381.6833496,118
TEAM,2022-12-31,128.67999267578125,1259,380808089.80407715,119
FDX,2022-12-31,129.82888793945312,1259,378751738.24633026,120
FSLR,2022-12-31,149.7899932861328,1259,377606955.2215576,121
VRTX,2022-12-31,288.7799987792969,1259,368857727.06604004,122
RTX,2022-12-31,93.6216049194336,1259,365873768.7374115,123
AAL,2022-12-31,12.720000267028809,1259,363514172.4765301,124
BX,2022-12-31,66.36540222167969,1259,360595830.70373535,125
TJX,2022-12-31,75.89739990234375,1259,355636198.7232208,126
PLD,2022-12-31,100.97770690917967,1259,355318173.06632996,127
USB,2022-12-31,37.10328674316406,1259,353978194.2077637,128
MCK,2022-12-31,368.9454040527344,1259,353680177.63671875,129
ORLY,2022-12-31,56.2686653137207,1259,351321540.558815,130
AMT,2022-12-31,187.7603302001953,1259,349824082.26013184,131
ADP,2022-12-31,220.07699584960935,1259,347993852.07214355,132
MDLZ,2022-12-31,60.45307159423828,1259,347108667.7505493,133
AZO,2022-12-31,2466.179931640625,1259,344489403.29589844,134
PM,2022-12-31,86.66812896728516,1259,344018024.9771118,135
ROKU,2022-12-31,40.70000076293945,1259,344009173.2559204,136
FISV,2022-12-31,101.06999969482422,1259,339661075.38414,137
ALB,2022-12-31,206.36077880859375,1259,338243953.70788574,138
ETSY,2022-12-31,119.77999877929688,1259,333481616.65916437,139
LNG,2022-12-31,144.8242645263672,1259,331522909.00115967,140
MPC,2022-12-31,108.07280731201172,1259,331471510.3302002,141
SNAP,2022-12-31,8.949999809265137,1259,331075609.36317444,142
EW,2022-12-31,74.61000061035156,1259,331025771.0380554,143
WDAY,2022-12-31,167.3300018310547,1259,323501142.11273193,144
SHW,2022-12-31,229.8798065185547,1259,321813208.01849365,145
DDOG,2022-12-31,73.5,828,318257949.527359,146
HAL,2022-12-31,36.42578887939453,1259,316873347.18055725,147
NXPI,2022-12-31,148.1146697998047,1259,313580847.52960205,148
BIIB,2022-12-31,276.9200134277344,1259,312469721.08306885,149
MDB,2022-12-31,196.83999633789065,1259,306961465.990448,150
ZTS,2022-12-31,140.69972229003906,1259,306342262.39471436,151
DLTR,2022-12-31,141.44000244140625,1259,304396117.8833008,152
BDX,2022-12-31,187.0389709472656,1259,296823532.1055603,153
CME,2022-12-31,146.09671020507812,1259,296097309.5756531,154
ULTA,2022-12-31,469.0700073242187,1259,295239200.69885254,155
SYK,2022-12-31,236.2118682861328,1259,295053555.3260803,156
FANG,2022-12-31,119.27660369873048,1259,294281162.9211426,157
CB,2022-12-31,211.36961364746097,1259,292901618.8568115,158
MCHP,2022-12-31,64.59458923339844,1259,292047451.0902405,159
EMR,2022-12-31,89.82076263427734,1259,291073219.4076538,160
MAR,2022-12-31,143.91123962402344,1259,287253459.2651367,161
AZN,2022-12-31,125.95117950439452,1259,287157422.8281021,162
MMM,2022-12-31,88.83042907714844,1259,285494044.5786438,163
NEM,2022-12-31,43.33350372314453,1259,284913297.88360596,164
ZS,2022-12-31,111.9000015258789,1208,282296863.66729736,165
PNC,2022-12-31,137.8028106689453,1259,280806834.8106384,166
DAL,2022-12-31,31.71820831298828,1259,280301385.44712067,167
WBD,2022-12-31,9.479999542236328,1259,279012910.7108116,168
SNPS,2022-12-31,319.2900085449219,1259,278703693.2373047,169
PSX,2022-12-31,91.9456558227539,1259,277491537.12272644,170
ADSK,2022-12-31,186.8699951171875,1259,277293704.3205261,171
APD,2022-12-31,281.7900695800781,1259,275599884.37194824,172
DXCM,2022-12-31,113.23999786376952,1259,274679512.24060065,173
MO,2022-12-31,34.88058853149414,1259,273027449.8949051,174
B,2022-12-31,15.843585968017578,1259,270058780.4098129,175
PINS,2022-12-31,24.280000686645508,934,268798385.6728554,176
BSX,2022-12-31,46.27000045776367,1259,268707382.2288513,177
NSC,2022-12-31,228.03842163085935,1259,267730905.16128537,178
PGR,2022-12-31,118.30335998535156,1259,267488056.70547485,179
CCI,2022-12-31,112.28571319580078,1259,266835952.400589,180
CNC,2022-12-31,82.01000213623047,1259,265536719.13032532,181
HCA,2022-12-31,233.3679656982422,1259,263576818.17626953,182
TFC,2022-12-31,35.80845260620117,1259,262848631.546402,183
ILMN,2022-12-31,196.6926116943359,1259,259870440.7443924,184
APA,2022-12-31,41.16051483154297,1259,258958133.2250595,185
SO,2022-12-31,63.00358581542969,1259,258430147.8881836,186
AEP,2022-12-31,83.44058990478516,1259,257792101.54380798,187
COF,2022-12-31,87.54226684570312,1259,256490298.8433838,188
PCG,2022-12-31,15.981167793273926,1259,256277965.87643623,189
NCLH,2022-12-31,12.239999771118164,1259,256176184.47141647,190
EXC,2022-12-31,37.96636199951172,1259,255828450.81558228,191
D,2022-12-31,51.70855712890625,1259,252911125.51383972,192
PLUG,2022-12-31,12.369999885559082,1259,252540729.9976349,193
EQIX,2022-12-31,608.9830322265625,1259,251719557.42797852,194
FTNT,2022-12-31,48.88999938964844,1259,251401470.38078308,195
CDNS,2022-12-31,160.63999938964844,1259,250814114.6873474,196
LHX,2022-12-31,193.89089965820312,1259,250106529.4921875,197
ZM,2022-12-31,67.73999786376953,934,249526345.05767822,198
ANET,2022-12-31,30.337499618530273,1259,248889745.29647827,199
CL,2022-12-31,72.47630310058594,1259,248782218.83659363,200
BP,2022-12-31,29.125083923339844,1259,248579311.81144714,201
ODFL,2022-12-31,139.16510009765625,1259,248539047.91412354,202
SEDG,2022-12-31,283.2699890136719,1259,248257660.22644043,203
MET,2022-12-31,64.9806137084961,1259,247844264.78729248,204
MRSH,2022-12-31,156.64463806152344,1259,245463297.13134766,205
DUK,2022-12-31,89.91691589355469,1259,243867057.83119202,206
RCL,2022-12-31,48.06974411010742,1259,243748513.92288208,207
ETN,2022-12-31,149.4524383544922,1259,243630478.76205444,208
WM,2022-12-31,148.49212646484375,1259,243030805.78918457,209
PLTR,2022-12-31,6.420000076293945,568,237530434.55581665,210
ROST,2022-12-31,111.88404083251952,1259,237082039.8071289,211
KMI,2022-12-31,15.042719841003418,1259,236636116.0349369,212
EQT,2022-12-31,32.11427688598633,1259,234615396.90208435,213
LVS,2022-12-31,45.39612579345703,1259,234099554.49676514,214
MPWR,2022-12-31,344.3924255371094,1259,234065275.32348633,215
WYNN,2022-12-31,79.77589416503906,1259,232549373.7794876,216
KDP,2022-12-31,32.11224365234375,1259,232330487.64686584,217
LCID,2022-12-31,68.30000305175781,576,231500665.5596161,218
NET,2022-12-31,45.209999084472656,832,228141314.16015625,219
AIG,2022-12-31,58.41650390625,1259,228081539.39552307,220
LPLA,2022-12-31,212.8045654296875,1259,226860948.65722656,221
DASH,2022-12-31,48.81999969482422,519,226004641.4428711,222
GNRC,2022-12-31,100.66000366210938,1259,225462580.47409058,223
NUE,2022-12-31,125.43695068359376,1259,224326077.7557373,224
ICE,2022-12-31,97.99491119384766,1259,223503111.73820496,225
DKNG,2022-12-31,11.390000343322754,867,219283819.10090446,226
GPN,2022-12-31,95.72329711914062,1259,218995215.6764984,227
BAX,2022-12-31,47.21261978149414,1259,218910335.81295013,228
GIS,2022-12-31,71.59441375732422,1259,217248634.8625183,229
AON,2022-12-31,292.8609313964844,1259,217087481.91833496,230
PBR,2022-12-31,6.390239715576172,1259,215952912.87546158,231
PH,2022-12-31,279.4733581542969,1259,214715924.67041016,232
HLT,2022-12-31,125.10469818115234,1259,213341221.2890625,233
CTSH,2022-12-31,53.779640197753906,1259,212535825.92697144,234
STZ,2022-12-31,216.37066650390625,1259,212199692.45758057,235
PSA,2022-12-31,242.9904937744141,1259,212157652.7671814,236
EBAY,2022-12-31,38.91106796264648,1259,210759629.8690796,237
GD,2022-12-31,229.78298950195312,1259,210316769.93103027,238
TSCO,2022-12-31,42.158084869384766,1259,210139534.31510925,239
AR,2022-12-31,30.989999771118164,1259,209971018.0305481,240
TRV,2022-12-31,175.7466583251953,1259,209954350.57525635,241
EXPE,2022-12-31,86.5267333984375,1259,209666493.3807373,242
KR,2022-12-31,41.26887512207031,1259,208326494.3037033,243
AA,2022-12-31,43.7073974609375,1259,207146336.4183426,244
DPZ,2022-12-31,328.0917663574219,1259,206638053.45306396,245
DOCU,2022-12-31,55.41999816894531,1179,205664672.03407288,246
JCI,2022-12-31,60.276611328125,1259,205261470.87898254,247
CF,2022-12-31,78.71322631835938,1259,204732665.4953003,248
MNST,2022-12-31,50.76499938964844,1259,203072307.87277222,249
KHC,2022-12-31,33.86566162109375,1259,202564110.7728958,250
EA,2022-12-31,119.99530792236328,1259,201717611.4692688,251
TWLO,2022-12-31,48.959999084472656,1259,201675147.67551422,252
MCO,2022-12-31,270.4844970703125,1259,198053225.24871826,253
DOW,2022-12-31,41.24602127075195,955,197372592.75398254,254
HBAN,2022-12-31,12.060684204101562,1259,196474198.44551086,255
CAH,2022-12-31,72.51524353027344,1259,195367325.39024353,256
XEL,2022-12-31,62.28597640991211,1259,193521033.77666473,257
ADM,2022-12-31,83.12065124511719,1259,193380369.6548462,258
COR,2022-12-31,160.54046630859375,1259,192292646.62857056,259
YUM,2022-12-31,119.77971649169922,1259,191954130.1223755,260
RIO,2022-12-31,57.32886505126953,1259,191835122.66235352,261
CMI,2022-12-31,224.147705078125,1259,191183770.8267212,262
BILL,2022-12-31,108.95999908447266,769,190640653.3554077,263
DHI,2022-12-31,86.06517791748047,1259,189820554.06951904,264
IQV,2022-12-31,204.88999938964844,1259,188987978.7361145,265
O,2022-12-31,52.38136672973633,1259,188683034.62104797,266
SBAC,2022-12-31,262.308837890625,1259,188623486.02523804,267
HPE,2022-12-31,14.536629676818848,1259,187981498.0377674,268
ROP,2022-12-31,421.5255126953125,1259,187205042.28668213,269
OKTA,2022-12-31,68.33000183105469,1259,186742299.64256287,270
ALL,2022-12-31,125.1245346069336,1259,185729834.1896057,271
TT,2022-12-31,161.87835693359375,1259,185183067.23937988,272
BURL,2022-12-31,202.7599945068359,1259,183733797.55439758,273
MSCI,2022-12-31,445.8783264160156,1259,182882214.56451416,274
DLR,2022-12-31,89.24732971191406,1259,182614388.2347107,275
MTB,2022-12-31,129.20834350585938,1259,182534317.52166748,276
BKR,2022-12-31,27.315582275390625,1259,181943961.89146042,277
HSY,2022-12-31,210.5531005859375,1259,181879224.90997314,278
TTWO,2022-12-31,104.12999725341795,1259,181817633.57009888,279
CLF,2022-12-31,16.110000610351562,1259,181227207.55319595,280
ECL,2022-12-31,140.18844604492188,1259,180522793.10073853,281
HUBS,2022-12-31,289.1300048828125,1259,179697843.29986572,282
BNY,2022-12-31,41.40408706665039,1259,177883658.1981659,283
PSKY,2022-12-31,15.8114652633667,1259,177793840.9787178,284
LUV,2022-12-31,31.05601692199707,1259,176517148.41976166,285
CTVA,2022-12-31,56.58341217041016,909,174641153.05080414,286
IBN,2022-12-31,21.356719970703125,1259,172913080.7937622,287
PCAR,2022-12-31,58.676849365234375,1259,171524836.38868332,288
TEL,2022-12-31,108.74091339111328,1259,169328934.53254703,289
MGM,2022-12-31,33.529998779296875,1259,169266834.62524414,290
ALGN,2022-12-31,210.8999938964844,1259,169263672.31292725,291
A,2022-12-31,145.7548828125,1259,168718995.47348022,292
HPQ,2022-12-31,23.342193603515625,1259,168660720.00904083,293
VEEV,2022-12-31,161.3800048828125,1259,168443332.42492676,294
CSGP,2022-12-31,77.27999877929688,1259,168270212.1383667,295
MTCH,2022-12-31,39.83612823486328,1259,168047393.47801208,296
RUN,2022-12-31,24.020000457763672,1259,166746004.65831757,297
WMB,2022-12-31,28.388586044311523,1259,166569551.88293457,298
APTV,2022-12-31,93.12999725341795,1259,166316190.10658264,299
DTE,2022-12-31,104.24725341796876,1259,166139042.5037384,300
SYY,2022-12-31,68.98825073242188,1259,166089409.2540741,301
SRE,2022-12-31,69.19574737548828,1259,165051132.9727173,302
WST,2022-12-31,233.09423828125,1259,164386145.4093933,303
KMB,2022-12-31,118.09082794189452,1259,164088709.4696045,304
AMP,2022-12-31,296.417236328125,1259,163426025.85220337,305
APH,2022-12-31,36.961971282958984,1259,163412840.16418457,306
IDXX,2022-12-31,407.9599914550781,1259,163325518.21746826,307
CZR,2022-12-31,41.599998474121094,1259,163110568.01986694,308
SPG,2022-12-31,97.70402526855467,1259,162764892.85430908,309
RH,2022-12-31,267.19000244140625,1259,162332609.6054077,310
MOS,2022-12-31,39.49688720703125,1259,160912807.11688995,311
VFC,2022-12-31,24.898082733154297,1259,160851332.75260925,312
LEN,2022-12-31,82.59917449951172,1259,160826519.11384583,313
LYFT,2022-12-31,11.020000457763672,948,160049627.66423225,314
MOH,2022-12-31,330.2200012207031,1259,159860344.0765381,315
PAYX,2022-12-31,103.11023712158205,1259,159675915.63301086,316
STT,2022-12-31,69.34435272216797,1259,159611436.44943237,317
EFX,2022-12-31,189.10186767578125,1259,158443985.43014526,318
M,2022-12-31,17.802812576293945,1259,158226949.75643158,319
SYF,2022-12-31,30.397397994995117,1259,157934220.8454132,320
MSI,2022-12-31,247.8073272705078,1259,157701745.0149536,321
TROW,2022-12-31,92.23953247070312,1259,157230124.294281,322
KEY,2022-12-31,14.457541465759276,1259,156740191.71762466,323
DD,2022-12-31,80.43844604492188,1259,156566480.63555908,324
LH,2022-12-31,193.90980529785156,1259,156221851.67419434,325
ROK,2022-12-31,242.94088745117188,1259,155905572.83935547,326
SWKS,2022-12-31,81.19093322753906,1259,155583376.80969238,327
OVV,2022-12-31,46.07330322265625,1259,155221862.92114258,328
PEG,2022-12-31,54.46497344970703,1259,154146663.09833527,329
DKS,2022-12-31,110.37416076660156,1259,153515451.29470825,330
KEYS,2022-12-31,171.07000732421875,1259,153170076.36413574,331
IFF,2022-12-31,95.47602081298828,1259,153007047.40219116,332
BBY,2022-12-31,67.518310546875,1259,152527208.2605362,333
CTAS,2022-12-31,109.40680694580078,1259,151704274.2614746,334
TSN,2022-12-31,55.15215301513672,1259,151461978.0160904,335
DECK,2022-12-31,66.52666473388672,1259,151309938.06037903,336
WELL,2022-12-31,60.634029388427734,1259,148782410.35385132,337
STLD,2022-12-31,92.96460723876952,1259,148163377.64434814,338
CARR,2022-12-31,39.41341018676758,703,147464550.72555542,339
WDC,2022-12-31,23.73863220214844,1259,147086203.03765106,340
ALNY,2022-12-31,237.6499938964844,1259,146615414.9078369,341
AFL,2022-12-31,66.63130950927734,1259,145986532.93647766,342
AJG,2022-12-31,182.19125366210935,1259,145108191.4642334,343
DGX,2022-12-31,145.37704467773438,1259,145077545.31478882,344
GWW,2022-12-31,539.194091796875,1259,144411772.555542,345
FAST,2022-12-31,21.71051025390625,1259,144213365.8510208,346
NVS,2022-12-31,78.38298034667969,1259,143951057.26585388,347
KMX,2022-12-31,60.88999938964844,1259,141857729.16412354,348
VICI,2022-12-31,26.597972869873047,1259,141540578.05290222,349
KKR,2022-12-31,45.189945220947266,1259,140830359.06600952,350
W,2022-12-31,32.88999938964844,1259,139752757.17201233,351
RSG,2022-12-31,123.7497329711914,1259,139198900.18234253,352
EXPD,2022-12-31,99.7326889038086,1259,138812467.92259216,353
VRSK,2022-12-31,172.20169067382812,1259,138297410.96343994,354
AMC,2022-12-31,40.70000076293945,1259,137644842.81478882,355
CHWY,2022-12-31,37.08000183105469,895,136683384.09233093,356
TER,2022-12-31,86.17041015625,1259,136490430.1700592,357
GPC,2022-12-31,156.07049560546875,1259,136463664.7743225,358
NVO,2022-12-31,62.0369873046875,1259,135662142.21305847,359
PRU,2022-12-31,83.3989028930664,1259,135420398.69918823,360
RF,2022-12-31,18.463436126708984,1259,135212519.07482147,361
OTIS,2022-12-31,73.7624282836914,703,134713472.9423523,362
RJF,2022-12-31,101.50416564941406,1259,134690676.84555054,363
SU,2022-12-31,27.931509017944336,1259,133650146.45290375,364
CROX,2022-12-31,108.43000030517578,1259,133493201.26533508,365
FITB,2022-12-31,28.58283805847168,1259,131510779.15811539,366
ED,2022-12-31,84.52676391601562,1259,131186671.56066895,367
DRI,2022-12-31,122.46712493896484,1259,131141280.84487915,368
AAP,2022-12-31,136.22215270996094,1259,131037530.78765869,369
NTR,2022-12-31,65.10919189453125,1259,130920717.84133911,370
IT,2022-12-31,336.1400146484375,1259,130291611.90185547,371
CAR,2022-12-31,155.75108337402344,1259,129740728.4790039,372
CFG,2022-12-31,33.83076858520508,1259,129417111.28101349,373
TDG,2022-12-31,538.2152099609375,1259,128975552.45361328,374
PPG,2022-12-31,116.33106231689452,1259,128694832.2052002,375
POOL,2022-12-31,286.2298889160156,1259,127993530.2154541,376
SQM,2022-12-31,72.59423065185547,1259,127646636.91711426,377
MTD,2022-12-31,1445.449951171875,1259,125878427.77709961,378
EXR,2022-12-31,126.34304809570312,1259,125672027.70233154,379
LYB,2022-12-31,66.29490661621094,1259,124809949.72114563,380
AVTR,2022-12-31,21.09000015258789,914,124493193.66893768,381
PTON,2022-12-31,7.940000057220459,823,124193142.27132797,382
GTM,2022-12-31,30.11000061035156,650,123963477.70013809,383
FIVE,2022-12-31,176.8699951171875,1259,123607831.8534851,384
WSM,2022-12-31,53.86241912841797,1259,122629515.37055969,385
WEC,2022-12-31,82.80345916748047,1259,122151010.92147827,386
FERG,2022-12-31,119.5371322631836,1259,121807666.70951842,387
CP,2022-12-31,72.77404022216797,1259,121599498.8986969,388
SWK,2022-12-31,65.29460144042969,1259,121253009.75074768,389
CVE,2022-12-31,17.772207260131836,1259,121081290.26384354,390
PAYC,2022-12-31,302.4967346191406,1259,121053680.73272705,391
ZBH,2022-12-31,123.5473175048828,1259,120846747.62420654,392
BLDR,2022-12-31,64.87999725341797,1259,120274749.0945816,393
SPOT,2022-12-31,78.94999694824219,1197,120160837.8955841,394
LUMN,2022-12-31,5.21999979019165,1259,119725922.54965305,395
AME,2022-12-31,136.5750732421875,1259,118926285.50338745,396
APO,2022-12-31,60.09073257446289,1259,118844178.5736084,397
CPRT,2022-12-31,30.44499969482422,1259,118805784.25216675,398
BMRN,2022-12-31,103.48999786376952,1259,118334139.3913269,399
CNI,2022-12-31,110.66773986816406,1259,118081557.10487366,400
IR,2022-12-31,52.062015533447266,1259,117230177.0828247,401
WTW,2022-12-31,233.74728393554688,1259,117224356.27365112,402
PFG,2022-12-31,74.02013397216797,1259,117093803.25622559,403
OKE,2022-12-31,54.7154426574707,1259,116977418.39294434,404
STM,2022-12-31,34.42143630981445,1259,116729111.48071289,405
ALLY,2022-12-31,21.659927368164062,1259,115699748.67534637,406
LYV,2022-12-31,69.73999786376953,1259,115679887.32795715,407
STX,2022-12-31,47.99189376831055,1259,115057242.00839996,408
AKAM,2022-12-31,84.30000305175781,1259,114669255.86013794,409
ENTG,2022-12-31,64.68075561523438,1259,114512350.61187744,410
WCN,2022-12-31,129.4573516845703,1259,114321900.47225952,411
GLW,2022-12-31,29.291606903076172,1259,113787735.4552269,412
NDAQ,2022-12-31,58.38981628417969,1259,113786524.6263504,413
EPAM,2022-12-31,327.739990234375,1259,113550980.14526367,414
CLX,2022-12-31,123.70914459228516,1259,113312724.4380951,415
DAR,2022-12-31,62.59000015258789,1259,113062474.93591309,416
ICLR,2022-12-31,194.25,1259,112676931.17294312,417
DOV,2022-12-31,129.92189025878906,1259,111619802.00271606,418
AEM,2022-12-31,48.31767654418945,1259,111331846.0237503,419
PWR,2022-12-31,141.8518524169922,1259,111261159.13619995,420
CHRW,2022-12-31,84.32715606689453,1259,110722162.65487671,421
MPT,2022-12-31,8.112486839294434,1259,110716004.6145916,422
Z,2022-12-31,32.209999084472656,1259,110686340.50512314,423
MLM,2022-12-31,331.103271484375,1259,110504779.20379639,424
BN,2022-12-31,20.46438789367676,1259,110464308.14897346,425
JBHT,2022-12-31,168.56654357910156,1259,110430016.62063599,426
RMD,2022-12-31,201.3470916748047,1259,109891789.63699341,427
BJ,2022-12-31,66.16000366210938,1136,109107211.23046875,428
LBRDK,2022-12-31,71.41385650634766,1259,108831020.32105637,429
ETR,2022-12-31,49.74708557128906,1259,108756413.51623535,430
VRSN,2022-12-31,202.3699951171875,1259,108628433.13903809,431
LW,2022-12-31,83.1038589477539,1259,108620198.90441895,432
EPD,2022-12-31,18.855934143066406,1259,108157633.33215714,433
ES,2022-12-31,71.7548828125,1259,107793333.02936554,434
HUBB,2022-12-31,223.8622283935547,1259,107636909.15956879,435
